0 10500 10500 0
1 10500 10431 0
2 10431 10431 0
3 10431 10401 0
4 10401 10401 0
5 10401 10401 0
6 10401 10401 0
7 10401 10383 0
8 10383 10340 0
9 10340 10293 0
10 10293 10265 0
11 10265 10265 0
12 10265 10248 0
13 10248 10221 0
14 10221 10190 0
15 10190 10151 0
16 10151 10129 0
17 10129 10109 0
18 10109 10073 0
19 10073 10073 0
20 10073 10073 0
21 10073 10073 0
22 10182 10046 0
23 10258 10034 0
24 10359 10020 0
25 10464 10020 0
26 10596 10020 0
27 10725 10011 0
28 10847 9936 0
29 10921 9936 0
30 11060 9936 0
31 11225 9925 0
32 11382 9915 0
33 11534 9904 0
34 11704 9904 0
35 11893 9882 0
36 12056 9882 0
37 12252 9844 0
38 12404 9844 0
39 12601 9844 0
40 12814 9821 0
41 13016 9787 0
42 13199 9740 105
43 13370 9740 204
44 13589 9740 313
45 13835 9714 430
46 14029 9714 559
47 14285 9714 682
48 14536 9714 812
49 14802 9714 951
50 15059 9714 1059
51 15296 9688 1183
52 15321 9688 1290
53 15364 9688 1369
54 15577 9688 1470
55 15818 9683 1556
56 16028 9643 1617
57 16143 9643 1698
58 16313 9643 1761
59 16480 9606 1811
60 16600 9451 1861
61 16596 9264 1954
62 16551 9096 2039
63 16580 8909 2076
64 16530 8748 2095
65 16505 8586 2156
66 16476 8428 2223
67 16497 8257 2308
68 16470 8109 2368
69 16444 7908 2443
70 16387 7731 2504
71 16359 7574 2554
72 16347 7442 2450
73 16364 7260 2325
74 16303 7107 2369
75 16269 6939 2452
76 16202 6777 2525
77 16164 6625 2593
78 16162 6451 2605
79 16084 6279 2670
80 16051 6089 2751
81 15952 5938 2853
82 16004 5789 2921
83 16044 5654 3045
84 16113 5487 3147
85 16172 5315 3228
86 16237 5157 3315
87 16342 5003 3369
88 16442 4838 3416
89 16532 4690 3440
90 16652 4519 3499
91 16692 4348 3576
92 16821 4192 3570
93 16938 4029 3594
94 17126 3885 3568
95 17222 3733 3601
96 17420 3578 3592
97 17578 3424 3618
98 17751 3267 3655
99 17945 3107 3712
100 18202 2950 3755
101 18489 2793 3790
102 18733 2620 3885
103 18998 2472 3940
104 19344 2317 3968
105 19616 2169 4056
106 19919 2032 4200
107 20272 1890 4369
108 20708 1735 4537
109 21116 1584 4688
110 21471 1434 4880
111 21902 1283 5042
112 21748 1117 5256
113 22216 949 5467
114 22698 784 5688
115 23176 637 5829
116 23548 467 5982
117 23872 321 6147
118 24412 167 6323
119 24917 0 6463
120 25462 0 6641
121 26179 0 6860
122 26939 0 7053
123 27699 0 7226
124 28418 0 7444
125 29163 0 7576
126 29775 0 7736
127 30460 0 7831
128 31232 0 8014
129 31934 0 8290
130 32788 0 8458
131 33612 0 8710
132 34555 0 8323
133 35317 0 8569
134 36222 0 8818
135 37062 0 9111
136 37950 0 9288
137 38906 0 9410
138 39707 0 9689
139 40569 0 10020
140 41620 0 10425
141 42606 0 10818
142 42646 0 11226
143 43634 0 11639
144 44523 0 12062
145 45301 0 12459
146 46096 0 12729
147 46613 0 13038
148 47215 0 13428
149 47856 0 13664
150 48424 0 13953
151 48851 0 14248
152 49102 0 14606
153 49115 0 14891
154 49259 0 15184
155 49431 0 15504
156 49503 0 15775
157 49281 0 16178
158 49256 0 16417
159 49055 0 16765
160 48834 0 17154
161 48535 0 17397
162 48227 0 16757
163 47612 0 17107
164 47097 0 17291
165 46504 0 17345
166 45912 0 17435
167 45204 0 17286
168 44339 0 17184
169 43387 0 17336
170 42734 0 17435
171 42103 0 17407
172 42382 0 17236
173 42487 0 16868
174 41762 0 16682
175 41084 0 16627
176 40442 0 16364
177 39712 0 15827
178 38962 0 15465
179 38066 0 15128
180 37376 0 14654
181 36501 0 14221
182 35788 0 13933
183 35042 0 13260
184 34206 0 12789
185 33424 0 12410
186 32752 0 12079
187 32134 0 11806
188 31824 0 11299
189 31503 0 10799
190 30885 0 10570
191 30381 0 10459
192 29953 0 11229
193 29304 0 11882
194 28760 0 11745
195 28253 0 11706
196 27922 0 11693
197 27619 0 11642
198 27256 0 11685
199 26828 0 11373
200 26140 0 11136
201 25460 0 10742
202 25343 0 10496
203 25215 0 10209
204 24509 0 9745
205 23749 0 9286
206 23091 0 8871
207 22542 0 8602
208 22063 0 8667
209 21585 0 8810
210 21168 0 8600
211 20782 0 8457
212 20424 0 8377
213 20155 0 8099
214 19904 0 7825
215 19601 0 7529
216 19162 0 7271
217 18718 0 7114
218 18256 0 6997
219 17900 0 6711
220 17486 0 6337
221 17091 0 6067
222 16757 0 6469
223 16505 0 6806
224 16293 0 6577
225 16405 326 6481
226 16480 620 6412
227 16599 904 6422
228 16730 1233 6390
229 16861 1497 6206
230 17015 1758 6006
231 17119 2069 5868
232 17249 2421 5739
233 17417 2784 5684
234 17634 3130 5663
235 17736 3415 5539
236 17717 3647 5305
237 17682 3913 5211
238 17759 4169 5075
239 17794 4397 4946
240 17819 4644 4862
241 17993 5031 4767
242 18184 5399 4649
243 18397 5788 4587
244 18531 6110 4600
245 18592 6333 4501
246 18294 6552 4415
247 18027 6752 4360
248 17733 6938 4302
249 17491 7115 4309
250 17232 7268 4391
251 16986 7421 4418
252 16725 7565 4471
253 16539 7748 4492
254 16307 7909 4506
255 16017 8056 4507
256 15800 8233 4514
257 15573 8412 4492
258 15349 8569 4405
259 15049 8702 4294
260 14758 8835 4125
261 14435 8960 3972
262 14158 9094 3876
263 13862 9219 3762
264 13527 9329 3650
265 13234 9433 3543
266 12949 9557 3153
267 12651 9649 2805
268 12392 9738 2450
269 12177 9878 2103
270 11935 9983 1791
271 11845 10205 1481
272 11747 10417 1185
273 11657 10623 895
274 11545 10801 699
275 11433 10885 500
276 11320 10971 357
277 11255 11049 253
278 11242 11140 181
279 11257 11227 151
280 11302 11302 151
281 11380 11380 151
282 11452 11452 151
283 11534 11534 151
284 11613 11613 151
285 11694 11694 151
286 11776 11776 151
287 11859 11859 151
288 11938 11938 151
289 12003 12003 151
290 12083 12083 151
291 12149 12149 151
292 12219 12219 151
293 12286 12286 151
294 12345 12345 151
295 12417 12417 151
296 12478 12478 151
297 12552 12552 151
298 12612 12612 151
299 12669 12669 151
300 12738 12738 151
301 12838 12838 151
