0 10500 10500 0
1 10500 10486 0
2 10486 10476 0
3 10476 10476 0
4 10476 10454 0
5 10454 10422 0
6 10422 10422 0
7 10422 10386 0
8 10386 10325 0
9 10325 10306 0
10 10306 10298 0
11 10298 10282 0
12 10282 10259 0
13 10259 10259 0
14 10259 10259 0
15 10259 10259 0
16 10259 10259 0
17 10259 10253 0
18 10253 10206 0
19 10206 10206 0
20 10206 10206 0
21 10206 10177 0
22 10271 10165 0
23 10373 10130 0
24 10446 10120 0
25 10559 10120 0
26 10694 10120 0
27 10835 10120 0
28 10974 10120 0
29 11120 10120 0
30 11273 10120 0
31 11431 10098 0
32 11558 10052 0
33 11668 10021 0
34 11802 10021 0
35 11976 10021 0
36 12156 10021 0
37 12357 10021 0
38 12566 10021 0
39 12763 10012 0
40 12961 10012 0
41 13180 10012 0
42 13397 9999 93
43 13614 9999 203
44 13842 9999 307
45 14081 9987 426
46 14318 9987 561
47 14571 9987 700
48 14821 9960 837
49 15049 9960 968
50 15303 9919 1086
51 15497 9919 1210
52 15563 9919 1317
53 15633 9919 1399
54 15827 9919 1495
55 16070 9919 1563
56 16274 9919 1619
57 16487 9859 1702
58 16606 9811 1776
59 16684 9793 1831
60 16833 9600 1865
61 16744 9425 1904
62 16727 9265 1964
63 16734 9090 2037
64 16730 8909 2103
65 16716 8729 2161
66 16719 8544 2225
67 16644 8362 2292
68 16620 8202 2350
69 16604 8006 2415
70 16539 7813 2465
71 16483 7663 2567
72 16514 7421 2448
73 16333 7274 2341
74 16325 7111 2410
75 16296 6941 2474
76 16254 6768 2546
77 16246 6606 2632
78 16230 6440 2694
79 16179 6287 2753
80 16139 6118 2865
81 16149 5948 2937
82 16159 5758 3033
83 16130 5611 3126
84 16198 5432 3208
85 16213 5283 3285
86 16301 5097 3365
87 16340 4946 3384
88 16431 4778 3447
89 16535 4593 3476
90 16568 4421 3535
91 16693 4282 3537
92 16847 4126 3561
93 16987 3957 3523
94 17123 3813 3540
95 17305 3658 3550
96 17492 3496 3583
97 17640 3344 3607
98 17808 3217 3660
99 18082 3050 3726
100 18340 2909 3773
101 18637 2760 3831
102 18962 2600 3920
103 19250 2448 4014
104 19589 2306 4083
105 19936 2148 4176
106 20310 1988 4304
107 20662 1837 4427
108 20990 1681 4604
109 21393 1527 4766
110 21806 1376 4909
111 22195 1215 5107
112 22084 1065 5292
113 22490 910 5521
114 22881 767 5753
115 23344 602 5961
116 23763 465 6144
117 24220 305 6285
118 24718 147 6437
119 25102 0 6630
120 25501 0 6798
121 26052 0 7018
122 26767 0 7206
123 27472 0 7325
124 28188 0 7532
125 28836 0 7713
126 29523 0 7901
127 30264 0 8060
128 31055 0 8238
129 31826 0 8423
130 32632 0 8687
131 33522 0 8855
132 34360 0 8518
133 35078 0 8737
134 35941 0 8868
135 36813 0 9114
136 37758 0 9302
137 38606 0 9512
138 39484 0 9811
139 40495 0 10000
140 41426 0 10176
141 42449 0 10409
142 42400 0 10786
143 43480 0 11181
144 44370 0 11679
145 45182 0 12044
146 46111 0 12418
147 46726 0 12771
148 47296 0 13188
149 47694 0 13565
150 48099 0 13923
151 48504 0 14356
152 48972 0 14715
153 49443 0 14938
154 49789 0 15277
155 49731 0 15604
156 49702 0 15962
157 49688 0 16245
158 49576 0 16488
159 49311 0 16878
160 49002 0 17208
161 48877 0 17627
162 48464 0 16938
163 48423 0 17266
164 48164 0 17509
165 47708 0 17547
166 47118 0 17761
167 46492 0 17642
168 45614 0 17556
169 44779 0 17429
170 43943 0 17240
171 43256 0 17154
172 43704 0 17036
173 43993 0 17061
174 43289 0 16944
175 42539 0 16568
176 41887 0 16312
177 41152 0 15983
178 40353 0 15647
179 39521 0 15205
180 38759 0 14824
181 38080 0 14592
182 37247 0 14145
183 36579 0 14109
184 35757 0 13954
185 35175 0 13563
186 34426 0 13077
187 33732 0 12730
188 33131 0 12260
189 32630 0 11886
190 32043 0 11378
191 31332 0 11076
192 30733 0 11961
193 30320 0 12694
194 29847 0 12519
195 29550 0 12376
196 28976 0 12278
197 28344 0 12097
198 27687 0 11969
199 26999 0 11656
200 26403 0 11361
201 25793 0 11055
202 25658 0 10668
203 25471 0 10333
204 24752 0 9886
205 24146 0 9593
206 23351 0 9168
207 22631 0 8931
208 21977 0 8753
209 21447 0 8673
210 21074 0 8517
211 20695 0 8200
212 20373 0 8069
213 20087 0 8017
214 19666 0 8006
215 19304 0 8003
216 18861 0 7777
217 18502 0 7443
218 18576 360 7042
219 18625 693 6625
220 18681 1048 6448
221 18816 1378 6363
222 18867 1672 6607
223 18805 1993 6849
224 18806 2301 6666
225 18942 2612 6559
226 19073 2892 6401
227 19320 3223 6293
228 19578 3546 6138
229 19846 3859 5982
230 19959 4158 5901
231 20113 4473 5755
232 20283 4776 5710
233 20413 5056 5601
234 20529 5342 5436
235 20515 5632 5281
236 20492 5889 5141
237 20540 6123 5024
238 20640 6422 5020
239 20440 6694 5012
240 20181 6928 5007
241 20068 7274 5047
242 19934 7608 5011
243 19817 7973 4969
244 19760 8369 4896
245 19503 8592 4905
246 19201 8792 4937
247 18949 9020 4963
248 18670 9222 5017
249 18422 9422 5083
250 18143 9600 4989
251 17819 9755 4978
252 17542 9914 4973
253 17220 10078 4973
254 16902 10216 5022
255 16644 10381 4884
256 16310 10510 4754
257 15974 10643 4606
258 15603 10800 4502
259 15259 10923 4036
260 14928 11058 3576
261 14603 11193 3107
