0 19.832 0
1 19.664 0
2 19.4961 0
3 19.3282 0
4 19.1605 0
5 18.9931 0
6 18.826 0
7 18.6593 0
8 18.4927 0
9 18.3263 0
10 18.1599 0
11 17.9936 0
12 17.8273 0
13 17.6617 0
14 17.496 0
15 17.3306 0
16 17.1651 0
17 17.0005 0
18 16.836 0
19 16.6714 0
20 16.507 0
21 16.3427 0
22 16.1797 0
23 16.0151 0
24 15.8487 0
25 15.6806 0
26 15.5118 0
27 15.3419 0
28 15.1703 0
29 14.998 0
30 14.8234 0
31 14.6463 0
32 14.4675 0
33 14.2863 0
34 14.1028 0
35 13.9166 0
36 13.7277 0
37 13.5365 0
38 13.3422 0
39 13.1454 0
40 12.9453 0
41 12.7423 0
42 12.5367 0
43 12.3282 0
44 12.1162 0
45 11.9013 0
46 11.6824 0
47 11.4596 0
48 11.233 0
49 11.0036 0
50 10.7708 0
51 10.5341 0
52 10.2949 0
53 10.0549 0
54 9.81429 0
55 9.57129 0
56 9.32511 0
57 9.07622 0
58 8.82508 0
59 8.57149 0
60 8.31456 0
61 8.2433 0.1701
62 8.06996 0.245976
63 7.86449 0.291083
64 7.64075 0.319776
65 7.41177 0.343254
66 7.18375 0.367697
67 6.94791 0.384309
68 6.69534 0.384309
69 6.44217 0.384309
70 6.18891 0.384309
71 5.93561 0.384309
72 5.68292 0.384309
73 5.43011 0.384309
74 5.17948 0.384309
75 4.92903 0.384309
76 4.67878 0.384309
77 4.42905 0.384309
78 4.17991 0.384309
79 3.93285 0.384309
80 3.68623 0.384309
81 3.44056 0.384309
82 3.19412 0.384309
83 2.94632 0.384309
84 2.69739 0.384309
85 2.44819 0.384309
86 2.19839 0.384309
87 1.94751 0.384309
88 1.69633 0.384309
89 1.44525 0.384309
90 1.19325 0.384309
91 0.940237 0.384309
92 1.37869 1.02415
93 1.82261 1.66984
94 2.26198 2.31314
95 2.65857 2.91867
96 3.06851 3.53894
97 3.4856 4.16904
98 3.73297 4.63666
99 4.11354 5.23983
100 4.48143 5.83452
101 4.69285 6.28013
102 5.07126 6.89343
103 5.44412 7.50549
104 5.79005 8.09626
105 5.95551 8.51385
106 6.32254 9.13404
107 6.71325 9.78125
108 7.10334 10.4329
109 7.47566 11.0736
110 7.86168 11.7328
111 8.26339 12.4135
112 8.67996 13.1131
113 9.05876 13.7754
114 9.45537 14.46
115 9.8692 15.1675
116 10.2987 15.8956
117 10.7275 16.628
118 11.1266 17.3388
119 11.5461 18.076
120 11.987 18.8397
121 12.4421 19.6257
122 13.2614 20.7474
123 14.0626 21.8606
124 15.1137 23.2261
125 16.135 24.5737
126 16.9783 25.7583
127 17.8406 26.9723
128 18.7848 28.2752
129 19.5418 29.4094
130 20.3767 30.6322
131 21.194 31.847
132 22.2313 33.2887
133 23.0452 34.5296
134 23.7697 35.6966
135 24.4745 36.8534
136 25.2932 38.1337
137 26.121 39.4344
138 26.6927 40.4978
139 27.4478 41.7562
140 28.3264 43.15
141 29.116 44.4687
142 29.8451 45.7395
143 30.7537 47.1917
144 31.4654 48.4595
145 32.22 49.78
146 33.137 51.2708
147 33.9916 52.7061
148 34.8679 54.177
149 35.5681 55.4755
150 36.4091 56.9181
151 37.2901 58.4017
152 38.3916 60.1101
153 40.2596 62.5321
154 41.753 64.602
155 42.7678 66.2126
156 43.7093 67.7614
157 44.6194 69.2896
158 45.3057 70.6038
159 46.0743 72.0099
160 46.5928 73.1629
161 47.0584 74.2691
162 47.4782 75.3321
163 47.8945 76.3955
164 48.2467 77.4083
165 48.5698 78.3777
166 48.8655 79.3104
167 48.9583 80.0407
168 49.0548 80.7675
169 49.1382 81.4701
170 49.2423 82.1835
171 49.3407 82.8869
172 49.2295 83.367
173 49.1605 83.903
174 49.0746 84.4245
175 48.9561 84.8927
176 48.8834 85.4043
177 48.866 85.9746
178 48.827 86.5063
179 48.7606 86.9901
180 48.6689 87.459
181 48.4238 87.7462
182 48.2086 88.066
183 49.9508 90.1863
184 51.073 91.7088
185 51.9764 93.0235
186 52.6896 94.1503
187 53.2962 95.1698
188 53.7168 96.001
189 54.2118 96.9095
190 54.4848 97.5879
191 54.6977 98.1984
192 54.7338 98.6265
193 54.8919 99.1701
194 55.0969 99.7502
195 55.2247 100.253
196 55.332 100.734
197 55.4131 101.18
198 55.4425 101.555
199 55.5049 101.961
200 55.526 102.314
201 55.4697 102.586
202 55.4112 102.847
203 55.3633 103.122
204 55.3451 103.432
205 55.3473 103.759
206 55.2712 103.978
207 55.2056 104.203
208 55.1272 104.406
209 55.0458 104.6
210 54.9418 104.759
211 54.8623 104.942
212 54.7614 105.102
213 54.6124 105.207
214 55.4408 106.221
215 56.031 107.001
216 56.5703 107.731
217 57.0368 108.39
218 57.159 108.708
219 57.5418 109.29
220 57.6985 109.653
221 57.8199 109.987
222 57.941 110.327
223 58.1187 110.722
224 58.3228 111.145
225 58.6607 111.711
226 58.8346 112.116
227 59.0122 112.529
228 59.1517 112.909
229 59.2487 113.252
230 59.3652 113.621
231 59.3664 113.879
232 59.4758 114.256
233 59.6305 114.684
234 59.6351 114.964
235 59.6248 115.234
236 59.5675 115.46
237 59.407 115.583
238 59.3642 115.833
239 59.2028 115.964
240 59.0809 116.14
241 58.9819 116.34
242 58.7528 116.403
243 58.5439 116.487
244 58.4553 116.694
245 58.8045 117.313
246 59.0601 117.842
247 59.1959 118.254
248 59.2013 118.533
249 59.3326 118.938
250 59.4269 119.305
251 59.4917 119.64
252 59.6051 120.024
253 59.6173 120.301
254 59.6231 120.565
255 59.5423 120.736
